Player Name,Market Value (m€),Fee (m€),Position,Matched_Name,Similarity_Score,Player_Id,Full_Name,Air_Duels_Won,Interceptions,Clearances,Turnovers,Loose_Ball_Duels_Won,Defensive_Duels_Won
Florian Thauvin,18.0,11.0,Right Winger,Florian  Thauvin,0.967741935483871,25770.0,Florian  Thauvin,0.3563180468492247,0.5047838997030683,0.5047838997030683,11.19432530517981,0.8017156054107555,0.7126360936984494
Gabriel Paulista,13.0,11.0,Centre-Back,,0.0,,,,,,,,
Martin Terrier,12.0,11.0,Left Winger,Martin  Terrier,0.9655172413793104,394006.0,Martin  Terrier,2.38204833141542,0.6731875719217492,0.1553509781357882,4.349827387802072,1.19102416570771,1.2428078250863062
Guilherme Arana,10.0,11.0,Left-Back,,0.0,,,,,,,,
Jonathan Viera,8.0,11.0,Attacking Midfield,Jonathan  Viera Ramos,0.8,4379.0,Jonathan  Viera Ramos,0.4354136429608127,0.6095791001451378,0.0435413642960812,7.445573294629899,1.262699564586357,1.0014513788098691
Diego Llorente,7.5,11.0,Centre-Back,,0.0,,,,,,,,
Jô,4.0,11.0,Centre-Forward,,0.0,,,,,,,,
Nikola Vlašić,4.0,10.8,Attacking Midfield,Nikola  Vlašić,0.9629629629629629,284476.0,Nikola  Vlašić,0.743801652892562,0.8925619834710744,0.1487603305785124,7.289256198347108,2.231404958677686,1.6363636363636365
Marc Bartra,15.0,10.5,Centre-Back,,0.0,,,,,,,,
Stevan Jovetic,10.0,10.5,Centre-Forward,Stevan  Jovetić,0.896551724137931,20948.0,Stevan  Jovetić,2.066326530612245,0.3443877551020408,0.2295918367346938,7.232142857142857,1.2627551020408163,0.5739795918367347
